humans,rumor_reach_frac,exposed_frac,final_rumor_frac,final_correction_frac,peak_rumor_active,time_to_peak,skeptic_fraction,p_share,bot_fraction,factcheck_fraction,initial_spreaders,run,cascade
300,0.28,0.6866666666666666,0.21,0.19,22,22,0.0,0.25,0.0,0.0,3,27,True
300,0.22,0.61,0.10666666666666667,0.2966666666666667,26,5,0.0,0.25,0.0,0.0,3,28,True
300,0.33,0.8233333333333334,0.17333333333333334,0.39666666666666667,40,6,0.0,0.25,0.0,0.0,3,29,True
300,0.42333333333333334,0.84,0.18666666666666668,0.5,62,6,0.0,0.3,0.0,0.0,3,0,True
300,0.43,0.8366666666666667,0.24666666666666667,0.36,54,6,0.0,0.3,0.0,0.0,3,1,True
300,0.39,0.8066666666666666,0.20333333333333334,0.4666666666666667,53,6,0.0,0.3,0.0,0.0,3,2,True
300,0.4166666666666667,0.84,0.23,0.4066666666666667,37,6,0.0,0.3,0.0,0.0,3,3,True
300,0.30333333333333334,0.69,0.18333333333333332,0.33,26,12,0.0,0.3,0.0,0.0,3,4,True
300,0.38,0.84,0.20666666666666667,0.35333333333333333,47,10,0.0,0.3,0.0,0.0,3,5,True
300,0.4266666666666667,0.8333333333333334,0.2633333333333333,0.34,50,8,0.0,0.3,0.0,0.0,3,6,True
300,0.5333333333333333,0.9,0.36333333333333334,0.34,67,7,0.0,0.3,0.0,0.0,3,7,True
300,0.30666666666666664,0.7366666666666667,0.19333333333333333,0.3,42,6,0.0,0.3,0.0,0.0,3,8,True
300,0.5366666666666666,0.9033333333333333,0.2966666666666667,0.46,65,8,0.0,0.3,0.0,0.0,3,9,True
300,0.33,0.7066666666666667,0.21,0.3,36,8,0.0,0.3,0.0,0.0,3,10,True
300,0.42,0.82,0.22,0.3933333333333333,60,6,0.0,0.3,0.0,0.0,3,11,True
300,0.3466666666666667,0.8033333333333333,0.20333333333333334,0.3566666666666667,56,7,0.0,0.3,0.0,0.0,3,12,True
300,0.24666666666666667,0.6266666666666667,0.16,0.25,33,4,0.0,0.3,0.0,0.0,3,13,True
300,0.43333333333333335,0.83,0.23666666666666666,0.39,53,7,0.0,0.3,0.0,0.0,3,14,True
300,0.42,0.8866666666666667,0.2866666666666667,0.29333333333333333,42,7,0.0,0.3,0.0,0.0,3,15,True
300,0.3,0.7333333333333333,0.16666666666666666,0.3466666666666667,38,6,0.0,0.3,0.0,0.0,3,16,True
300,0.30666666666666664,0.6966666666666667,0.13333333333333333,0.3933333333333333,34,6,0.0,0.3,0.0,0.0,3,17,True
300,0.38,0.8033333333333333,0.24333333333333335,0.33666666666666667,55,6,0.0,0.3,0.0,0.0,3,18,True
300,0.3,0.72,0.14333333333333334,0.4,35,6,0.0,0.3,0.0,0.0,3,19,True
300,0.24,0.6133333333333333,0.12333333333333334,0.30666666666666664,30,4,0.0,0.3,0.0,0.0,3,20,True
300,0.33666666666666667,0.76,0.21333333333333335,0.34,35,12,0.0,0.3,0.0,0.0,3,21,True
300,0.37,0.7966666666666666,0.18333333333333332,0.42,53,7,0.0,0.3,0.0,0.0,3,22,True
300,0.49,0.9133333333333333,0.34,0.37666666666666665,79,6,0.0,0.3,0.0,0.0,3,23,True
300,0.47,0.9,0.3333333333333333,0.31,68,6,0.0,0.3,0.0,0.0,3,24,True
300,0.5533333333333333,0.9333333333333333,0.2833333333333333,0.47333333333333333,80,7,0.0,0.3,0.0,0.0,3,25,True
300,0.38666666666666666,0.75,0.22,0.37,54,4,0.0,0.3,0.0,0.0,3,26,True
300,0.2966666666666667,0.67,0.18333333333333332,0.24333333333333335,28,6,0.0,0.3,0.0,0.0,3,27,True
300,0.21,0.5533333333333333,0.10666666666666667,0.2833333333333333,30,5,0.0,0.3,0.0,0.0,3,28,True
300,0.5466666666666666,0.93,0.3466666666666667,0.4266666666666667,64,7,0.0,0.3,0.0,0.0,3,29,True
300,0.45666666666666667,0.83,0.22,0.45,58,7,0.0,0.35,0.0,0.0,3,0,True
300,0.46,0.8266666666666667,0.23333333333333334,0.41333333333333333,61,6,0.0,0.35,0.0,0.0,3,1,True
300,0.44,0.8466666666666667,0.19,0.48333333333333334,68,6,0.0,0.35,0.0,0.0,3,2,True
