humans,rumor_reach_frac,exposed_frac,final_rumor_frac,final_correction_frac,peak_rumor_active,time_to_peak,network,p_share,bot_fraction,factcheck_fraction,initial_spreaders,run,cascade
300,0.44333333333333336,0.86,0.19666666666666666,0.5333333333333333,79,5,scale_free,0.45,0.0,0.0,3,17,True
300,0.5,0.8533333333333334,0.29333333333333333,0.45,77,5,scale_free,0.45,0.0,0.0,3,18,True
300,0.35333333333333333,0.7333333333333333,0.18,0.41333333333333333,31,6,scale_free,0.45,0.0,0.0,3,19,True
300,0.38,0.7133333333333334,0.18666666666666668,0.44333333333333336,38,5,scale_free,0.45,0.0,0.0,3,20,True
300,0.30666666666666664,0.6433333333333333,0.14333333333333334,0.3566666666666667,32,6,scale_free,0.45,0.0,0.0,3,21,True
300,0.26,0.65,0.056666666666666664,0.54,43,5,scale_free,0.45,0.0,0.0,3,22,True
300,0.4633333333333333,0.8666666666666667,0.11,0.69,80,5,scale_free,0.45,0.0,0.0,3,23,True
300,0.01,0.03,0.0,0.03,3,0,scale_free,0.45,0.0,0.0,3,24,False
300,0.4,0.7966666666666666,0.11,0.6133333333333333,61,7,scale_free,0.45,0.0,0.0,3,25,True
300,0.20333333333333334,0.4866666666666667,0.08,0.3233333333333333,24,6,scale_free,0.45,0.0,0.0,3,26,True
300,0.38,0.75,0.15,0.5133333333333333,56,6,scale_free,0.45,0.0,0.0,3,27,True
300,0.36333333333333334,0.7466666666666667,0.11333333333333333,0.5466666666666666,54,4,scale_free,0.45,0.0,0.0,3,28,True
300,0.42,0.81,0.11333333333333333,0.6066666666666667,76,5,scale_free,0.45,0.0,0.0,3,29,True
300,0.45666666666666667,0.8033333333333333,0.18,0.49,79,6,scale_free,0.475,0.0,0.0,3,0,True
300,0.37,0.6766666666666666,0.14666666666666667,0.4266666666666667,41,7,scale_free,0.475,0.0,0.0,3,1,True
300,0.3933333333333333,0.78,0.18,0.44,39,5,scale_free,0.475,0.0,0.0,3,2,True
300,0.4,0.7766666666666666,0.17,0.48,45,5,scale_free,0.475,0.0,0.0,3,3,True
300,0.5033333333333333,0.87,0.14333333333333334,0.66,80,5,scale_free,0.475,0.0,0.0,3,4,True
300,0.35,0.6866666666666666,0.17333333333333334,0.39666666666666667,55,5,scale_free,0.475,0.0,0.0,3,5,True
300,0.49,0.8333333333333334,0.24666666666666667,0.48,58,7,scale_free,0.475,0.0,0.0,3,6,True
300,0.32,0.68,0.1,0.5066666666666667,45,5,scale_free,0.475,0.0,0.0,3,7,True
300,0.5066666666666667,0.8433333333333334,0.16333333333333333,0.5933333333333334,81,5,scale_free,0.475,0.0,0.0,3,8,True
300,0.4533333333333333,0.8566666666666667,0.13,0.64,71,5,scale_free,0.475,0.0,0.0,3,9,True
300,0.47333333333333333,0.7966666666666666,0.22333333333333333,0.48,73,5,scale_free,0.475,0.0,0.0,3,10,True
300,0.4766666666666667,0.84,0.25,0.47333333333333333,46,6,scale_free,0.475,0.0,0.0,3,11,True
300,0.41,0.77,0.18333333333333332,0.49,64,5,scale_free,0.475,0.0,0.0,3,12,True
300,0.4033333333333333,0.7633333333333333,0.17,0.48333333333333334,64,4,scale_free,0.475,0.0,0.0,3,13,True
300,0.4666666666666667,0.84,0.2,0.5266666666666666,69,7,scale_free,0.475,0.0,0.0,3,14,True
300,0.37666666666666665,0.7466666666666667,0.15,0.5166666666666667,49,5,scale_free,0.475,0.0,0.0,3,15,True
300,0.5433333333333333,0.86,0.22,0.57,82,5,scale_free,0.475,0.0,0.0,3,16,True
300,0.4766666666666667,0.82,0.18333333333333332,0.5433333333333333,81,5,scale_free,0.475,0.0,0.0,3,17,True
300,0.5066666666666667,0.8566666666666667,0.21,0.5666666666666667,79,5,scale_free,0.475,0.0,0.0,3,18,True
300,0.32666666666666666,0.6766666666666666,0.17666666666666667,0.36333333333333334,35,8,scale_free,0.475,0.0,0.0,3,19,True
300,0.36333333333333334,0.7033333333333334,0.13333333333333333,0.5066666666666667,45,5,scale_free,0.475,0.0,0.0,3,20,True
300,0.4166666666666667,0.7866666666666666,0.16333333333333333,0.5033333333333333,59,6,scale_free,0.475,0.0,0.0,3,21,True
300,0.36333333333333334,0.7433333333333333,0.14666666666666667,0.5266666666666666,46,5,scale_free,0.475,0.0,0.0,3,22,True
300,0.49,0.8733333333333333,0.15,0.62,82,5,scale_free,0.475,0.0,0.0,3,23,True
300,0.01,0.03,0.0,0.03,3,0,scale_free,0.475,0.0,0.0,3,24,False
300,0.44666666666666666,0.8133333333333334,0.12333333333333334,0.6133333333333333,64,7,scale_free,0.475,0.0,0.0,3,25,True
300,0.43666666666666665,0.7933333333333333,0.2,0.4533333333333333,36,7,scale_free,0.475,0.0,0.0,3,26,True
300,0.38,0.7266666666666667,0.07666666666666666,0.5766666666666667,66,6,scale_free,0.475,0.0,0.0,3,27,True
300,0.35,0.7233333333333334,0.09666666666666666,0.5466666666666666,55,4,scale_free,0.475,0.0,0.0,3,28,True
300,0.4266666666666667,0.8433333333333334,0.11666666666666667,0.65,81,5,scale_free,0.475,0.0,0.0,3,29,True
300,0.4033333333333333,0.7833333333333333,0.15666666666666668,0.54,57,5,scale_free,0.5,0.0,0.0,3,0,True
300,0.37,0.6866666666666666,0.15666666666666668,0.42333333333333334,33,5,scale_free,0.5,0.0,0.0,3,1,True
300,0.42333333333333334,0.7766666666666666,0.19666666666666666,0.44333333333333336,51,7,scale_free,0.5,0.0,0.0,3,2,True
300,0.35333333333333333,0.7633333333333333,0.14,0.53,50,6,scale_free,0.5,0.0,0.0,3,3,True
300,0.45666666666666667,0.83,0.11,0.65,80,4,scale_free,0.5,0.0,0.0,3,4,True
300,0.37666666666666665,0.7433333333333333,0.17333333333333334,0.45666666666666667,54,4,scale_free,0.5,0.0,0.0,3,5,True
300,0.43666666666666665,0.8066666666666666,0.13333333333333333,0.5833333333333334,62,6,scale_free,0.5,0.0,0.0,3,6,True
300,0.4066666666666667,0.78,0.13,0.56,50,6,scale_free,0.5,0.0,0.0,3,7,True
300,0.46,0.82,0.17,0.5766666666666667,75,5,scale_free,0.5,0.0,0.0,3,8,True
300,0.5366666666666666,0.88,0.26666666666666666,0.53,79,5,scale_free,0.5,0.0,0.0,3,9,True
300,0.44333333333333336,0.79,0.11,0.61,70,5,scale_free,0.5,0.0,0.0,3,10,True
300,0.44666666666666666,0.7733333333333333,0.17666666666666667,0.49333333333333335,55,6,scale_free,0.5,0.0,0.0,3,11,True
300,0.4266666666666667,0.78,0.12333333333333334,0.5766666666666667,66,5,scale_free,0.5,0.0,0.0,3,12,True
300,0.39666666666666667,0.7633333333333333,0.18,0.4666666666666667,64,4,scale_free,0.5,0.0,0.0,3,13,True
300,0.48,0.8733333333333333,0.18666666666666668,0.58,73,6,scale_free,0.5,0.0,0.0,3,14,True
300,0.38,0.7,0.08,0.5366666666666666,62,5,scale_free,0.5,0.0,0.0,3,15,True
300,0.5566666666666666,0.8833333333333333,0.14333333333333334,0.67,87,4,scale_free,0.5,0.0,0.0,3,16,True
300,0.49,0.8566666666666667,0.16,0.6166666666666667,81,5,scale_free,0.5,0.0,0.0,3,17,True
300,0.45666666666666667,0.8066666666666666,0.13,0.5966666666666667,78,5,scale_free,0.5,0.0,0.0,3,18,True
300,0.4,0.7933333333333333,0.23,0.39666666666666667,38,8,scale_free,0.5,0.0,0.0,3,19,True
300,0.30666666666666664,0.6766666666666666,0.06666666666666667,0.54,46,6,scale_free,0.5,0.0,0.0,3,20,True
300,0.4266666666666667,0.7766666666666666,0.16333333333333333,0.5133333333333333,58,6,scale_free,0.5,0.0,0.0,3,21,True
300,0.5,0.8466666666666667,0.15,0.64,78,5,scale_free,0.5,0.0,0.0,3,22,True
300,0.5433333333333333,0.8533333333333334,0.18333333333333332,0.59,78,5,scale_free,0.5,0.0,0.0,3,23,True
300,0.01,0.03,0.0,0.03,3,0,scale_free,0.5,0.0,0.0,3,24,False
300,0.48333333333333334,0.8366666666666667,0.08,0.6966666666666667,70,8,scale_free,0.5,0.0,0.0,3,25,True
300,0.5033333333333333,0.8566666666666667,0.29333333333333333,0.44333333333333336,79,5,scale_free,0.5,0.0,0.0,3,26,True
300,0.5033333333333333,0.8233333333333334,0.2733333333333333,0.4666666666666667,73,6,scale_free,0.5,0.0,0.0,3,27,True
300,0.38333333333333336,0.7766666666666666,0.12666666666666668,0.56,56,4,scale_free,0.5,0.0,0.0,3,28,True
300,0.52,0.8633333333333333,0.21666666666666667,0.56,77,5,scale_free,0.5,0.0,0.0,3,29,True
300,0.4866666666666667,0.8466666666666667,0.24666666666666667,0.48333333333333334,83,5,scale_free,0.525,0.0,0.0,3,0,True
300,0.31666666666666665,0.6133333333333333,0.09666666666666666,0.43333333333333335,37,6,scale_free,0.525,0.0,0.0,3,1,True
300,0.43666666666666665,0.8,0.21666666666666667,0.44333333333333336,48,5,scale_free,0.525,0.0,0.0,3,2,True
300,0.37,0.7633333333333333,0.10666666666666667,0.5766666666666667,53,5,scale_free,0.525,0.0,0.0,3,3,True
300,0.4666666666666667,0.8566666666666667,0.18,0.5933333333333334,68,5,scale_free,0.525,0.0,0.0,3,4,True
300,0.48333333333333334,0.8466666666666667,0.17666666666666667,0.5833333333333334,67,5,scale_free,0.525,0.0,0.0,3,5,True
300,0.3566666666666667,0.7033333333333334,0.12666666666666668,0.44333333333333336,42,5,scale_free,0.525,0.0,0.0,3,6,True
300,0.43666666666666665,0.7666666666666667,0.11333333333333333,0.55,66,6,scale_free,0.525,0.0,0.0,3,7,True
300,0.48333333333333334,0.8533333333333334,0.17,0.5966666666666667,80,5,scale_free,0.525,0.0,0.0,3,8,True
300,0.51,0.8366666666666667,0.16333333333333333,0.6033333333333334,82,5,scale_free,0.525,0.0,0.0,3,9,True
300,0.5733333333333334,0.9,0.19666666666666666,0.6433333333333333,90,5,scale_free,0.525,0.0,0.0,3,10,True
300,0.42,0.7633333333333333,0.18,0.46,61,6,scale_free,0.525,0.0,0.0,3,11,True
300,0.46,0.7733333333333333,0.15,0.5433333333333333,72,5,scale_free,0.525,0.0,0.0,3,12,True
300,0.48,0.82,0.24,0.5,67,5,scale_free,0.525,0.0,0.0,3,13,True
300,0.5233333333333333,0.8566666666666667,0.21333333333333335,0.5733333333333334,77,6,scale_free,0.525,0.0,0.0,3,14,True
300,0.5,0.8533333333333334,0.2633333333333333,0.51,73,5,scale_free,0.525,0.0,0.0,3,15,True
300,0.5566666666666666,0.9033333333333333,0.19666666666666666,0.63,87,4,scale_free,0.525,0.0,0.0,3,16,True
300,0.58,0.9066666666666666,0.24333333333333335,0.5733333333333334,83,5,scale_free,0.525,0.0,0.0,3,17,True
300,0.5,0.85,0.24333333333333335,0.5033333333333333,89,5,scale_free,0.525,0.0,0.0,3,18,True
300,0.44,0.8,0.25,0.4,37,6,scale_free,0.525,0.0,0.0,3,19,True
300,0.4633333333333333,0.8066666666666666,0.17,0.55,47,5,scale_free,0.525,0.0,0.0,3,20,True
300,0.37333333333333335,0.7266666666666667,0.18,0.44666666666666666,54,5,scale_free,0.525,0.0,0.0,3,21,True
300,0.5433333333333333,0.85,0.19333333333333333,0.5933333333333334,92,5,scale_free,0.525,0.0,0.0,3,22,True
300,0.5633333333333334,0.88,0.18666666666666668,0.6333333333333333,98,5,scale_free,0.525,0.0,0.0,3,23,True
300,0.48,0.8133333333333334,0.12,0.6266666666666667,70,7,scale_free,0.525,0.0,0.0,3,24,True
300,0.4866666666666667,0.84,0.14666666666666667,0.6166666666666667,72,7,scale_free,0.525,0.0,0.0,3,25,True
300,0.5733333333333334,0.89,0.35,0.41,80,5,scale_free,0.525,0.0,0.0,3,26,True
300,0.51,0.83,0.26666666666666666,0.47333333333333333,73,6,scale_free,0.525,0.0,0.0,3,27,True
300,0.44666666666666666,0.8,0.21333333333333335,0.47,66,5,scale_free,0.525,0.0,0.0,3,28,True
300,0.5266666666666666,0.8633333333333333,0.13666666666666666,0.6566666666666666,87,5,scale_free,0.525,0.0,0.0,3,29,True
300,0.5133333333333333,0.8633333333333333,0.2,0.57,81,5,scale_free,0.55,0.0,0.0,3,0,True
300,0.41333333333333333,0.7433333333333333,0.21666666666666667,0.4066666666666667,37,5,scale_free,0.55,0.0,0.0,3,1,True
300,0.48,0.8433333333333334,0.23333333333333334,0.49666666666666665,71,5,scale_free,0.55,0.0,0.0,3,2,True
300,0.4,0.7633333333333333,0.043333333333333335,0.6866666666666666,64,5,scale_free,0.55,0.0,0.0,3,3,True
300,0.48333333333333334,0.84,0.15333333333333332,0.6066666666666667,75,5,scale_free,0.55,0.0,0.0,3,4,True
300,0.5166666666666667,0.8233333333333334,0.26,0.49,74,5,scale_free,0.55,0.0,0.0,3,5,True
300,0.39,0.7033333333333334,0.09666666666666666,0.53,44,5,scale_free,0.55,0.0,0.0,3,6,True
300,0.45,0.77,0.10666666666666667,0.5833333333333334,67,6,scale_free,0.55,0.0,0.0,3,7,True
300,0.4666666666666667,0.83,0.15,0.5833333333333334,77,4,scale_free,0.55,0.0,0.0,3,8,True
300,0.5533333333333333,0.87,0.20333333333333334,0.5966666666666667,80,5,scale_free,0.55,0.0,0.0,3,9,True
300,0.61,0.9166666666666666,0.22333333333333333,0.63,96,6,scale_free,0.55,0.0,0.0,3,10,True
300,0.49666666666666665,0.7833333333333333,0.20333333333333334,0.5033333333333333,56,6,scale_free,0.55,0.0,0.0,3,11,True
300,0.51,0.8333333333333334,0.16,0.6,78,5,scale_free,0.55,0.0,0.0,3,12,True
300,0.4266666666666667,0.7633333333333333,0.17333333333333334,0.49333333333333335,59,4,scale_free,0.55,0.0,0.0,3,13,True
300,0.42333333333333334,0.73,0.12666666666666668,0.5433333333333333,64,5,scale_free,0.55,0.0,0.0,3,14,True
300,0.53,0.85,0.16,0.6566666666666666,91,5,scale_free,0.55,0.0,0.0,3,15,True
300,0.5566666666666666,0.8966666666666666,0.18,0.6566666666666666,88,4,scale_free,0.55,0.0,0.0,3,16,True
300,0.5366666666666666,0.9066666666666666,0.16,0.68,98,5,scale_free,0.55,0.0,0.0,3,17,True
300,0.54,0.89,0.11,0.7266666666666667,95,5,scale_free,0.55,0.0,0.0,3,18,True
300,0.5133333333333333,0.8433333333333334,0.15,0.62,77,5,scale_free,0.55,0.0,0.0,3,19,True
300,0.4,0.7166666666666667,0.14666666666666667,0.5066666666666667,44,4,scale_free,0.55,0.0,0.0,3,20,True
300,0.37666666666666665,0.7233333333333334,0.17,0.47,55,5,scale_free,0.55,0.0,0.0,3,21,True
300,0.4866666666666667,0.84,0.10333333333333333,0.7,83,5,scale_free,0.55,0.0,0.0,3,22,True
300,0.6033333333333334,0.9166666666666666,0.24,0.5866666666666667,103,5,scale_free,0.55,0.0,0.0,3,23,True
300,0.5066666666666667,0.8166666666666667,0.18333333333333332,0.5533333333333333,82,7,scale_free,0.55,0.0,0.0,3,24,True
300,0.4766666666666667,0.82,0.08333333333333333,0.6833333333333333,72,7,scale_free,0.55,0.0,0.0,3,25,True
300,0.57,0.8933333333333333,0.19,0.6466666666666666,105,5,scale_free,0.55,0.0,0.0,3,26,True
300,0.38333333333333336,0.6966666666666667,0.14666666666666667,0.5,50,4,scale_free,0.55,0.0,0.0,3,27,True
300,0.48,0.8166666666666667,0.2,0.5233333333333333,60,4,scale_free,0.55,0.0,0.0,3,28,True
300,0.4533333333333333,0.7966666666666666,0.13666666666666666,0.57,60,5,scale_free,0.55,0.0,0.0,3,29,True
300,0.52,0.8566666666666667,0.21333333333333335,0.5666666666666667,81,5,scale_free,0.575,0.0,0.0,3,0,True
300,0.48,0.8066666666666666,0.21,0.51,36,5,scale_free,0.575,0.0,0.0,3,1,True
300,0.51,0.8533333333333334,0.19333333333333333,0.5633333333333334,69,5,scale_free,0.575,0.0,0.0,3,2,True
300,0.41,0.7866666666666666,0.13666666666666666,0.6066666666666667,58,5,scale_free,0.575,0.0,0.0,3,3,True
300,0.5733333333333334,0.8633333333333333,0.2866666666666667,0.5133333333333333,81,5,scale_free,0.575,0.0,0.0,3,4,True
300,0.5266666666666666,0.8566666666666667,0.13,0.68,90,5,scale_free,0.575,0.0,0.0,3,5,True
300,0.43666666666666665,0.7266666666666667,0.15,0.5066666666666667,50,5,scale_free,0.575,0.0,0.0,3,6,True
300,0.4866666666666667,0.8233333333333334,0.19666666666666666,0.5333333333333333,75,6,scale_free,0.575,0.0,0.0,3,7,True
300,0.5433333333333333,0.8533333333333334,0.16333333333333333,0.64,92,4,scale_free,0.575,0.0,0.0,3,8,True
300,0.51,0.8366666666666667,0.15,0.64,88,5,scale_free,0.575,0.0,0.0,3,9,True
300,0.5166666666666667,0.8366666666666667,0.17,0.6033333333333334,88,5,scale_free,0.575,0.0,0.0,3,10,True
300,0.4666666666666667,0.7566666666666667,0.20666666666666667,0.48,62,5,scale_free,0.575,0.0,0.0,3,11,True
300,0.4766666666666667,0.7866666666666666,0.08666666666666667,0.65,73,5,scale_free,0.575,0.0,0.0,3,12,True
300,0.44,0.8033333333333333,0.18,0.52,66,5,scale_free,0.575,0.0,0.0,3,13,True
300,0.49666666666666665,0.8166666666666667,0.18333333333333332,0.5633333333333334,75,5,scale_free,0.575,0.0,0.0,3,14,True
300,0.4766666666666667,0.83,0.13666666666666666,0.61,69,4,scale_free,0.575,0.0,0.0,3,15,True
300,0.5466666666666666,0.8566666666666667,0.16,0.63,93,4,scale_free,0.575,0.0,0.0,3,16,True
300,0.5433333333333333,0.9033333333333333,0.11,0.7333333333333333,95,5,scale_free,0.575,0.0,0.0,3,17,True
300,0.5366666666666666,0.9,0.15,0.68,99,5,scale_free,0.575,0.0,0.0,3,18,True
300,0.5766666666666667,0.8666666666666667,0.21,0.6,81,5,scale_free,0.575,0.0,0.0,3,19,True
300,0.44333333333333336,0.7666666666666667,0.13666666666666666,0.5733333333333334,49,5,scale_free,0.575,0.0,0.0,3,20,True
300,0.4066666666666667,0.7,0.15,0.49333333333333335,54,6,scale_free,0.575,0.0,0.0,3,21,True
300,0.52,0.8733333333333333,0.07,0.7666666666666667,91,5,scale_free,0.575,0.0,0.0,3,22,True
300,0.5833333333333334,0.86,0.17,0.6433333333333333,100,5,scale_free,0.575,0.0,0.0,3,23,True
300,0.49,0.83,0.13666666666666666,0.6366666666666667,82,7,scale_free,0.575,0.0,0.0,3,24,True
300,0.58,0.88,0.20333333333333334,0.6,78,8,scale_free,0.575,0.0,0.0,3,25,True
300,0.5633333333333334,0.8666666666666667,0.13,0.7066666666666667,104,5,scale_free,0.575,0.0,0.0,3,26,True
300,0.5266666666666666,0.8566666666666667,0.1,0.7066666666666667,98,5,scale_free,0.575,0.0,0.0,3,27,True
300,0.43333333333333335,0.7866666666666666,0.1,0.5833333333333334,70,5,scale_free,0.575,0.0,0.0,3,28,True
300,0.5266666666666666,0.84,0.12,0.6333333333333333,95,5,scale_free,0.575,0.0,0.0,3,29,True
300,0.53,0.86,0.24333333333333335,0.54,85,5,scale_free,0.6,0.0,0.0,3,0,True
300,0.42,0.7033333333333334,0.18,0.43666666666666665,38,5,scale_free,0.6,0.0,0.0,3,1,True
300,0.48,0.8333333333333334,0.20666666666666667,0.5333333333333333,62,4,scale_free,0.6,0.0,0.0,3,2,True
300,0.43666666666666665,0.8133333333333334,0.15666666666666668,0.5933333333333334,54,4,scale_free,0.6,0.0,0.0,3,3,True
300,0.6066666666666667,0.8833333333333333,0.29333333333333333,0.5233333333333333,83,5,scale_free,0.6,0.0,0.0,3,4,True
300,0.52,0.8333333333333334,0.19,0.58,85,5,scale_free,0.6,0.0,0.0,3,5,True
300,0.4866666666666667,0.8033333333333333,0.18666666666666668,0.5466666666666666,55,6,scale_free,0.6,0.0,0.0,3,6,True
300,0.5433333333333333,0.87,0.20666666666666667,0.6133333333333333,70,6,scale_free,0.6,0.0,0.0,3,7,True
300,0.5666666666666667,0.89,0.25333333333333335,0.56,88,4,scale_free,0.6,0.0,0.0,3,8,True
300,0.5566666666666666,0.8933333333333333,0.15333333333333332,0.6933333333333334,97,5,scale_free,0.6,0.0,0.0,3,9,True
300,0.53,0.8233333333333334,0.09333333333333334,0.6766666666666666,77,5,scale_free,0.6,0.0,0.0,3,10,True
300,0.58,0.8666666666666667,0.20666666666666667,0.6066666666666667,69,5,scale_free,0.6,0.0,0.0,3,11,True
300,0.47333333333333333,0.81,0.12666666666666668,0.62,76,5,scale_free,0.6,0.0,0.0,3,12,True
300,0.46,0.8033333333333333,0.12666666666666668,0.6166666666666667,88,4,scale_free,0.6,0.0,0.0,3,13,True
300,0.5166666666666667,0.8166666666666667,0.15333333333333332,0.62,87,5,scale_free,0.6,0.0,0.0,3,14,True
300,0.52,0.83,0.12,0.6833333333333333,79,5,scale_free,0.6,0.0,0.0,3,15,True
300,0.5833333333333334,0.8933333333333333,0.18333333333333332,0.6566666666666666,105,4,scale_free,0.6,0.0,0.0,3,16,True
300,0.61,0.9166666666666666,0.26,0.58,101,5,scale_free,0.6,0.0,0.0,3,17,True
300,0.5833333333333334,0.9266666666666666,0.14666666666666667,0.7266666666666667,98,5,scale_free,0.6,0.0,0.0,3,18,True
300,0.58,0.86,0.22333333333333333,0.5666666666666667,82,5,scale_free,0.6,0.0,0.0,3,19,True
300,0.47,0.7733333333333333,0.18666666666666668,0.5133333333333333,50,5,scale_free,0.6,0.0,0.0,3,20,True
300,0.42,0.7166666666666667,0.11,0.54,59,5,scale_free,0.6,0.0,0.0,3,21,True
300,0.6,0.9,0.15333333333333332,0.69,112,5,scale_free,0.6,0.0,0.0,3,22,True
300,0.6033333333333334,0.8933333333333333,0.25333333333333335,0.6033333333333334,100,5,scale_free,0.6,0.0,0.0,3,23,True
300,0.5166666666666667,0.84,0.24,0.5166666666666667,70,8,scale_free,0.6,0.0,0.0,3,24,True
300,0.48333333333333334,0.7933333333333333,0.12666666666666668,0.6166666666666667,72,7,scale_free,0.6,0.0,0.0,3,25,True
300,0.5833333333333334,0.8766666666666667,0.17666666666666667,0.65,97,5,scale_free,0.6,0.0,0.0,3,26,True
300,0.49666666666666665,0.8033333333333333,0.17666666666666667,0.5533333333333333,82,5,scale_free,0.6,0.0,0.0,3,27,True
300,0.48333333333333334,0.79,0.14,0.59,75,5,scale_free,0.6,0.0,0.0,3,28,True
300,0.59,0.89,0.14333333333333334,0.7133333333333334,107,5,scale_free,0.6,0.0,0.0,3,29,True
300,0.013333333333333334,0.06666666666666667,0.006666666666666667,0.02,3,0,small_world,0.05,0.0,0.0,3,0,False
300,0.01,0.04,0.006666666666666667,0.013333333333333334,3,0,small_world,0.05,0.0,0.0,3,1,False
300,0.02,0.08,0.01,0.03,5,1,small_world,0.05,0.0,0.0,3,2,False
300,0.01,0.05,0.006666666666666667,0.013333333333333334,3,0,small_world,0.05,0.0,0.0,3,3,False
300,0.01,0.05,0.01,0.0,3,0,small_world,0.05,0.0,0.0,3,4,False
300,0.016666666666666666,0.06333333333333334,0.01,0.016666666666666666,3,0,small_world,0.05,0.0,0.0,3,5,False
300,0.016666666666666666,0.07,0.006666666666666667,0.03,5,2,small_world,0.05,0.0,0.0,3,6,False
300,0.01,0.043333333333333335,0.006666666666666667,0.006666666666666667,3,0,small_world,0.05,0.0,0.0,3,7,False
300,0.016666666666666666,0.07666666666666666,0.016666666666666666,0.0,3,0,small_world,0.05,0.0,0.0,3,8,False
300,0.013333333333333334,0.056666666666666664,0.0033333333333333335,0.03333333333333333,3,0,small_world,0.05,0.0,0.0,3,9,False
300,0.01,0.03666666666666667,0.0033333333333333335,0.01,3,0,small_world,0.05,0.0,0.0,3,10,False
300,0.016666666666666666,0.08666666666666667,0.01,0.016666666666666666,4,2,small_world,0.05,0.0,0.0,3,11,False
300,0.016666666666666666,0.06,0.01,0.023333333333333334,4,1,small_world,0.05,0.0,0.0,3,12,False
300,0.013333333333333334,0.05,0.01,0.016666666666666666,3,0,small_world,0.05,0.0,0.0,3,13,False
300,0.013333333333333334,0.06,0.01,0.02,4,2,small_world,0.05,0.0,0.0,3,14,False
300,0.02666666666666667,0.09666666666666666,0.02,0.02,5,2,small_world,0.05,0.0,0.0,3,15,False
300,0.01,0.056666666666666664,0.0033333333333333335,0.02666666666666667,3,0,small_world,0.05,0.0,0.0,3,16,False
300,0.013333333333333334,0.07,0.013333333333333334,0.0,4,1,small_world,0.05,0.0,0.0,3,17,False
300,0.016666666666666666,0.07333333333333333,0.013333333333333334,0.013333333333333334,4,1,small_world,0.05,0.0,0.0,3,18,False
300,0.013333333333333334,0.05333333333333334,0.006666666666666667,0.03333333333333333,4,1,small_world,0.05,0.0,0.0,3,19,False
300,0.016666666666666666,0.06,0.013333333333333334,0.013333333333333334,4,2,small_world,0.05,0.0,0.0,3,20,False
300,0.01,0.05,0.006666666666666667,0.01,3,0,small_world,0.05,0.0,0.0,3,21,False
300,0.013333333333333334,0.06333333333333334,0.01,0.01,4,1,small_world,0.05,0.0,0.0,3,22,False
300,0.01,0.05,0.006666666666666667,0.01,3,0,small_world,0.05,0.0,0.0,3,23,False
300,0.013333333333333334,0.05333333333333334,0.006666666666666667,0.02666666666666667,4,2,small_world,0.05,0.0,0.0,3,24,False
300,0.016666666666666666,0.06666666666666667,0.0033333333333333335,0.03,4,1,small_world,0.05,0.0,0.0,3,25,False
300,0.013333333333333334,0.07,0.01,0.01,3,0,small_world,0.05,0.0,0.0,3,26,False
300,0.016666666666666666,0.08666666666666667,0.016666666666666666,0.0,5,2,small_world,0.05,0.0,0.0,3,27,False
300,0.016666666666666666,0.08666666666666667,0.013333333333333334,0.023333333333333334,3,0,small_world,0.05,0.0,0.0,3,28,False
300,0.016666666666666666,0.08666666666666667,0.013333333333333334,0.03333333333333333,4,1,small_world,0.05,0.0,0.0,3,29,False
300,0.02,0.08666666666666667,0.0033333333333333335,0.06,4,2,small_world,0.075,0.0,0.0,3,0,False
300,0.01,0.04,0.006666666666666667,0.013333333333333334,3,0,small_world,0.075,0.0,0.0,3,1,False
300,0.043333333333333335,0.12333333333333334,0.02666666666666667,0.02666666666666667,8,5,small_world,0.075,0.0,0.0,3,2,False
300,0.016666666666666666,0.06666666666666667,0.013333333333333334,0.02,3,0,small_world,0.075,0.0,0.0,3,3,False
300,0.013333333333333334,0.06,0.013333333333333334,0.0,3,0,small_world,0.075,0.0,0.0,3,4,False
300,0.03,0.07,0.023333333333333334,0.013333333333333334,5,4,small_world,0.075,0.0,0.0,3,5,False
300,0.016666666666666666,0.07,0.006666666666666667,0.03,5,2,small_world,0.075,0.0,0.0,3,6,False
300,0.013333333333333334,0.05333333333333334,0.013333333333333334,0.006666666666666667,3,0,small_world,0.075,0.0,0.0,3,7,False
300,0.016666666666666666,0.07666666666666666,0.016666666666666666,0.0,3,0,small_world,0.075,0.0,0.0,3,8,False
300,0.016666666666666666,0.06666666666666667,0.0033333333333333335,0.04,3,0,small_world,0.075,0.0,0.0,3,9,False
300,0.01,0.03666666666666667,0.0033333333333333335,0.01,3,0,small_world,0.075,0.0,0.0,3,10,False
300,0.023333333333333334,0.09,0.016666666666666666,0.016666666666666666,4,2,small_world,0.075,0.0,0.0,3,11,False
300,0.02,0.07333333333333333,0.013333333333333334,0.02666666666666667,4,1,small_world,0.075,0.0,0.0,3,12,False
300,0.013333333333333334,0.05,0.01,0.016666666666666666,3,0,small_world,0.075,0.0,0.0,3,13,False
300,0.016666666666666666,0.06333333333333334,0.01,0.03333333333333333,4,2,small_world,0.075,0.0,0.0,3,14,False
300,0.02666666666666667,0.09666666666666666,0.02,0.02,5,2,small_world,0.075,0.0,0.0,3,15,False
300,0.02,0.07666666666666666,0.016666666666666666,0.03,3,0,small_world,0.075,0.0,0.0,3,16,False
300,0.013333333333333334,0.07,0.013333333333333334,0.0,4,1,small_world,0.075,0.0,0.0,3,17,False
