humans,rumor_reach_frac,exposed_frac,final_rumor_frac,final_correction_frac,peak_rumor_active,time_to_peak,network,p_share,bot_fraction,factcheck_fraction,initial_spreaders,run,cascade
300,0.05333333333333334,0.31,0.02666666666666667,0.09,6,9,scale_free,0.1,0.0,0.0,3,2,False
300,0.03666666666666667,0.19333333333333333,0.023333333333333334,0.08666666666666667,6,5,scale_free,0.1,0.0,0.0,3,3,False
300,0.023333333333333334,0.12333333333333334,0.01,0.04,4,2,scale_free,0.1,0.0,0.0,3,4,False
300,0.013333333333333334,0.05,0.013333333333333334,0.0033333333333333335,4,2,scale_free,0.1,0.0,0.0,3,5,False
300,0.08666666666666667,0.4166666666666667,0.03,0.23666666666666666,12,10,scale_free,0.1,0.0,0.0,3,6,False
300,0.01,0.023333333333333334,0.01,0.0,3,0,scale_free,0.1,0.0,0.0,3,7,False
300,0.01,0.043333333333333335,0.006666666666666667,0.013333333333333334,3,0,scale_free,0.1,0.0,0.0,3,8,False
300,0.023333333333333334,0.09,0.01,0.03666666666666667,5,2,scale_free,0.1,0.0,0.0,3,9,False
300,0.05,0.28,0.03,0.07333333333333333,9,3,scale_free,0.1,0.0,0.0,3,10,False
300,0.013333333333333334,0.04666666666666667,0.01,0.01,4,1,scale_free,0.1,0.0,0.0,3,11,False
300,0.01,0.03333333333333333,0.006666666666666667,0.01,3,0,scale_free,0.1,0.0,0.0,3,12,False
300,0.02,0.12,0.013333333333333334,0.03333333333333333,3,0,scale_free,0.1,0.0,0.0,3,13,False
300,0.01,0.03333333333333333,0.006666666666666667,0.01,3,0,scale_free,0.1,0.0,0.0,3,14,False
300,0.016666666666666666,0.043333333333333335,0.016666666666666666,0.0,4,1,scale_free,0.1,0.0,0.0,3,15,False
300,0.07666666666666666,0.4066666666666667,0.04,0.16333333333333333,9,7,scale_free,0.1,0.0,0.0,3,16,False
300,0.02666666666666667,0.13666666666666666,0.023333333333333334,0.02666666666666667,6,2,scale_free,0.1,0.0,0.0,3,17,False
300,0.05,0.22666666666666666,0.03666666666666667,0.043333333333333335,5,5,scale_free,0.1,0.0,0.0,3,18,False
300,0.02,0.08,0.01,0.023333333333333334,5,1,scale_free,0.1,0.0,0.0,3,19,False
300,0.04666666666666667,0.28,0.023333333333333334,0.09333333333333334,6,4,scale_free,0.1,0.0,0.0,3,20,False
300,0.01,0.05,0.01,0.0,3,0,scale_free,0.1,0.0,0.0,3,21,False
300,0.07333333333333333,0.41333333333333333,0.03333333333333333,0.17333333333333334,11,5,scale_free,0.1,0.0,0.0,3,22,False
