humans,rumor_reach_frac,exposed_frac,final_rumor_frac,final_correction_frac,peak_rumor_active,time_to_peak,bot_fraction,factcheck_fraction,factcheck_placement,run,cascade,bots,factcheck
288,0.041666666666666664,0.2222222222222222,0.017361111111111112,0.1284722222222222,7,3,0.01,0.03,hubs,10,False,1%,3% фактчекеров в хабах
288,0.06597222222222222,0.25,0.03125,0.16666666666666666,9,2,0.01,0.03,hubs,11,False,1%,3% фактчекеров в хабах
288,0.03819444444444445,0.1388888888888889,0.017361111111111112,0.08680555555555555,4,8,0.01,0.03,hubs,12,False,1%,3% фактчекеров в хабах
288,0.0625,0.2673611111111111,0.017361111111111112,0.1909722222222222,10,3,0.01,0.03,hubs,13,False,1%,3% фактчекеров в хабах
288,0.05555555555555555,0.2604166666666667,0.020833333333333332,0.1701388888888889,7,2,0.01,0.03,hubs,14,False,1%,3% фактчекеров в хабах
288,0.07291666666666667,0.2743055555555556,0.034722222222222224,0.16319444444444445,5,4,0.01,0.03,hubs,15,False,1%,3% фактчекеров в хабах
288,0.024305555555555556,0.09375,0.006944444444444444,0.07291666666666667,2,5,0.01,0.03,hubs,16,False,1%,3% фактчекеров в хабах
288,0.05555555555555555,0.24305555555555555,0.03819444444444445,0.125,9,7,0.01,0.03,hubs,17,False,1%,3% фактчекеров в хабах
288,0.041666666666666664,0.19791666666666666,0.013888888888888888,0.125,6,19,0.01,0.03,hubs,18,False,1%,3% фактчекеров в хабах
288,0.06597222222222222,0.2847222222222222,0.03819444444444445,0.1701388888888889,3,2,0.01,0.03,hubs,19,False,1%,3% фактчекеров в хабах
288,0.08680555555555555,0.2847222222222222,0.04861111111111111,0.1909722222222222,8,3,0.01,0.03,hubs,20,False,1%,3% фактчекеров в хабах
288,0.041666666666666664,0.1701388888888889,0.020833333333333332,0.09375,6,3,0.01,0.03,hubs,21,False,1%,3% фактчекеров в хабах
288,0.05555555555555555,0.21875,0.034722222222222224,0.13194444444444445,4,4,0.01,0.03,hubs,22,False,1%,3% фактчекеров в хабах
288,0.06597222222222222,0.2777777777777778,0.020833333333333332,0.1840277777777778,5,5,0.01,0.03,hubs,23,False,1%,3% фактчекеров в хабах
288,0.0625,0.1875,0.03819444444444445,0.125,5,3,0.01,0.03,hubs,24,False,1%,3% фактчекеров в хабах
288,0.08680555555555555,0.34375,0.03819444444444445,0.2152777777777778,11,4,0.01,0.03,hubs,25,False,1%,3% фактчекеров в хабах
288,0.03125,0.16666666666666666,0.013888888888888888,0.10416666666666667,3,3,0.01,0.03,hubs,26,False,1%,3% фактчекеров в хабах
288,0.06944444444444445,0.3611111111111111,0.024305555555555556,0.2847222222222222,7,7,0.01,0.03,hubs,27,False,1%,3% фактчекеров в хабах
288,0.052083333333333336,0.20833333333333334,0.020833333333333332,0.16319444444444445,9,3,0.01,0.03,hubs,28,False,1%,3% фактчекеров в хабах
288,0.03125,0.1701388888888889,0.017361111111111112,0.12152777777777778,5,2,0.01,0.03,hubs,29,False,1%,3% фактчекеров в хабах
282,0.05673758865248227,0.2624113475177305,0.031914893617021274,0.1453900709219858,5,6,0.03,0.03,hubs,0,False,3%,3% фактчекеров в хабах
282,0.11347517730496454,0.3829787234042553,0.031914893617021274,0.3049645390070922,14,4,0.03,0.03,hubs,1,False,3%,3% фактчекеров в хабах
282,0.12411347517730496,0.40425531914893614,0.07801418439716312,0.2375886524822695,7,12,0.03,0.03,hubs,2,False,3%,3% фактчекеров в хабах
282,0.06382978723404255,0.22695035460992907,0.02127659574468085,0.14893617021276595,5,2,0.03,0.03,hubs,3,False,3%,3% фактчекеров в хабах
282,0.1276595744680851,0.49645390070921985,0.06028368794326241,0.2872340425531915,13,4,0.03,0.03,hubs,4,False,3%,3% фактчекеров в хабах
