humans,rumor_reach_frac,exposed_frac,final_rumor_frac,final_correction_frac,peak_rumor_active,time_to_peak,bot_fraction,factcheck_fraction,factcheck_placement,factcheck_delay,run,cascade,fc,delay_label
285,0.20350877192982456,0.656140350877193,0.09473684210526316,0.41754385964912283,22,6,0.05,0.0,random,6,16,True,0%,"random, задержка 6"
285,0.21052631578947367,0.631578947368421,0.13333333333333333,0.3368421052631579,24,5,0.05,0.0,random,6,17,True,0%,"random, задержка 6"
285,0.2,0.6421052631578947,0.11228070175438597,0.32280701754385965,20,4,0.05,0.0,random,6,18,False,0%,"random, задержка 6"
285,0.1649122807017544,0.6035087719298246,0.09473684210526316,0.32280701754385965,24,3,0.05,0.0,random,6,19,False,0%,"random, задержка 6"
285,0.28421052631578947,0.7719298245614035,0.18596491228070175,0.34385964912280703,31,5,0.05,0.0,random,6,20,True,0%,"random, задержка 6"
285,0.1824561403508772,0.5508771929824562,0.08070175438596491,0.3087719298245614,21,5,0.05,0.0,random,6,21,False,0%,"random, задержка 6"
285,0.18596491228070175,0.5473684210526316,0.10877192982456141,0.2912280701754386,15,6,0.05,0.0,random,6,22,False,0%,"random, задержка 6"
285,0.23508771929824562,0.6491228070175439,0.12631578947368421,0.34385964912280703,22,4,0.05,0.0,random,6,23,True,0%,"random, задержка 6"
285,0.22456140350877193,0.6771929824561403,0.11578947368421053,0.3824561403508772,26,5,0.05,0.0,random,6,24,True,0%,"random, задержка 6"
285,0.27017543859649124,0.7368421052631579,0.18947368421052632,0.2982456140350877,22,3,0.05,0.0,random,6,25,True,0%,"random, задержка 6"
285,0.25263157894736843,0.7192982456140351,0.1543859649122807,0.34385964912280703,20,3,0.05,0.0,random,6,26,True,0%,"random, задержка 6"
285,0.25263157894736843,0.7614035087719299,0.15789473684210525,0.3824561403508772,23,3,0.05,0.0,random,6,27,True,0%,"random, задержка 6"
285,0.23157894736842105,0.7017543859649122,0.12982456140350876,0.3929824561403509,25,2,0.05,0.0,random,6,28,True,0%,"random, задержка 6"
285,0.2596491228070175,0.7789473684210526,0.13333333333333333,0.43859649122807015,34,4,0.05,0.0,random,6,29,True,0%,"random, задержка 6"
282,0.2127659574468085,0.6134751773049646,0.15602836879432624,0.24822695035460993,13,3,0.05,0.01,random,1,0,True,1%,"random, задержка 1"
282,0.1773049645390071,0.6028368794326241,0.04964539007092199,0.4929078014184397,27,3,0.05,0.01,random,1,1,False,1%,"random, задержка 1"
282,0.17375886524822695,0.5425531914893617,0.10638297872340426,0.25177304964539005,11,14,0.05,0.01,random,1,2,False,1%,"random, задержка 1"
282,0.1702127659574468,0.574468085106383,0.04609929078014184,0.41134751773049644,24,5,0.05,0.01,random,1,3,False,1%,"random, задержка 1"
282,0.24468085106382978,0.7411347517730497,0.1099290780141844,0.43617021276595747,31,5,0.05,0.01,random,1,4,True,1%,"random, задержка 1"
282,0.24113475177304963,0.6879432624113475,0.16312056737588654,0.34397163120567376,24,6,0.05,0.01,random,1,5,True,1%,"random, задержка 1"
282,0.1595744680851064,0.5567375886524822,0.0673758865248227,0.36524822695035464,21,5,0.05,0.01,random,1,6,False,1%,"random, задержка 1"
282,0.1773049645390071,0.5602836879432624,0.09574468085106383,0.3262411347517731,13,2,0.05,0.01,random,1,7,False,1%,"random, задержка 1"
282,0.1773049645390071,0.574468085106383,0.11702127659574468,0.3049645390070922,22,4,0.05,0.01,random,1,8,False,1%,"random, задержка 1"
282,0.1524822695035461,0.5141843971631206,0.12411347517730496,0.22340425531914893,7,9,0.05,0.01,random,1,9,False,1%,"random, задержка 1"
282,0.1950354609929078,0.6134751773049646,0.1099290780141844,0.3262411347517731,21,4,0.05,0.01,random,1,10,False,1%,"random, задержка 1"
282,0.29432624113475175,0.7446808510638298,0.19858156028368795,0.3546099290780142,20,5,0.05,0.01,random,1,11,True,1%,"random, задержка 1"
282,0.20212765957446807,0.6418439716312057,0.11347517730496454,0.3900709219858156,20,4,0.05,0.01,random,1,12,True,1%,"random, задержка 1"
282,0.1702127659574468,0.5283687943262412,0.1276595744680851,0.23404255319148937,12,7,0.05,0.01,random,1,13,False,1%,"random, задержка 1"
282,0.2872340425531915,0.8120567375886525,0.16312056737588654,0.4326241134751773,38,6,0.05,0.01,random,1,14,True,1%,"random, задержка 1"
282,0.23049645390070922,0.6808510638297872,0.13829787234042554,0.2695035460992908,19,6,0.05,0.01,random,1,15,True,1%,"random, задержка 1"
282,0.1773049645390071,0.5709219858156028,0.09574468085106383,0.3262411347517731,15,3,0.05,0.01,random,1,16,False,1%,"random, задержка 1"
282,0.19148936170212766,0.6063829787234043,0.08865248226950355,0.40425531914893614,19,4,0.05,0.01,random,1,17,False,1%,"random, задержка 1"
282,0.14893617021276595,0.5709219858156028,0.0673758865248227,0.375886524822695,13,3,0.05,0.01,random,1,18,False,1%,"random, задержка 1"
282,0.17375886524822695,0.49645390070921985,0.10283687943262411,0.28368794326241137,16,3,0.05,0.01,random,1,19,False,1%,"random, задержка 1"
282,0.21631205673758866,0.6843971631205674,0.12056737588652482,0.37943262411347517,26,3,0.05,0.01,random,1,20,True,1%,"random, задержка 1"
282,0.1702127659574468,0.6028368794326241,0.10638297872340426,0.3404255319148936,15,3,0.05,0.01,random,1,21,False,1%,"random, задержка 1"
282,0.1879432624113475,0.6099290780141844,0.1099290780141844,0.3120567375886525,16,3,0.05,0.01,random,1,22,False,1%,"random, задержка 1"
282,0.21631205673758866,0.6524822695035462,0.07092198581560284,0.4326241134751773,29,4,0.05,0.01,random,1,23,True,1%,"random, задержка 1"
282,0.24113475177304963,0.7588652482269503,0.15602836879432624,0.3617021276595745,24,6,0.05,0.01,random,1,24,True,1%,"random, задержка 1"
282,0.2198581560283688,0.6595744680851063,0.12411347517730496,0.35815602836879434,25,3,0.05,0.01,random,1,25,True,1%,"random, задержка 1"
282,0.1524822695035461,0.5212765957446809,0.09219858156028368,0.2375886524822695,17,4,0.05,0.01,random,1,26,False,1%,"random, задержка 1"
282,0.20921985815602837,0.6453900709219859,0.1453900709219858,0.32269503546099293,11,7,0.05,0.01,random,1,27,True,1%,"random, задержка 1"
282,0.22340425531914893,0.6631205673758865,0.13829787234042554,0.4078014184397163,23,3,0.05,0.01,random,1,28,True,1%,"random, задержка 1"
282,0.2801418439716312,0.776595744680851,0.1276595744680851,0.42907801418439717,39,4,0.05,0.01,random,1,29,True,1%,"random, задержка 1"
282,0.1773049645390071,0.5921985815602837,0.09574468085106383,0.32978723404255317,16,3,0.05,0.01,random,6,0,False,1%,"random, задержка 6"
282,0.20212765957446807,0.6950354609929078,0.0851063829787234,0.4716312056737589,26,4,0.05,0.01,random,6,1,True,1%,"random, задержка 6"
282,0.19858156028368795,0.6347517730496454,0.14184397163120568,0.30141843971631205,15,8,0.05,0.01,random,6,2,False,1%,"random, задержка 6"
282,0.17375886524822695,0.5957446808510638,0.09219858156028368,0.3049645390070922,18,4,0.05,0.01,random,6,3,False,1%,"random, задержка 6"
282,0.20212765957446807,0.5851063829787234,0.12411347517730496,0.3049645390070922,14,3,0.05,0.01,random,6,4,True,1%,"random, задержка 6"
282,0.19858156028368795,0.624113475177305,0.1099290780141844,0.3829787234042553,19,5,0.05,0.01,random,6,5,False,1%,"random, задержка 6"
282,0.1595744680851064,0.6205673758865248,0.08865248226950355,0.3262411347517731,19,5,0.05,0.01,random,6,6,False,1%,"random, задержка 6"
282,0.22695035460992907,0.6560283687943262,0.1276595744680851,0.36524822695035464,27,3,0.05,0.01,random,6,7,True,1%,"random, задержка 6"
282,0.24822695035460993,0.7446808510638298,0.18085106382978725,0.2872340425531915,25,3,0.05,0.01,random,6,8,True,1%,"random, задержка 6"
282,0.20921985815602837,0.6914893617021277,0.13120567375886524,0.3333333333333333,23,5,0.05,0.01,random,6,9,True,1%,"random, задержка 6"
282,0.1595744680851064,0.5673758865248227,0.0851063829787234,0.2765957446808511,15,5,0.05,0.01,random,6,10,False,1%,"random, задержка 6"
282,0.20921985815602837,0.648936170212766,0.1099290780141844,0.41134751773049644,22,3,0.05,0.01,random,6,11,True,1%,"random, задержка 6"
282,0.21631205673758866,0.7092198581560284,0.0673758865248227,0.5212765957446809,23,4,0.05,0.01,random,6,12,True,1%,"random, задержка 6"
282,0.2375886524822695,0.6737588652482269,0.1453900709219858,0.3829787234042553,23,4,0.05,0.01,random,6,13,True,1%,"random, задержка 6"
282,0.20921985815602837,0.6560283687943262,0.1524822695035461,0.3049645390070922,15,4,0.05,0.01,random,6,14,True,1%,"random, задержка 6"
282,0.24113475177304963,0.6418439716312057,0.1773049645390071,0.2695035460992908,28,5,0.05,0.01,random,6,15,True,1%,"random, задержка 6"
282,0.19148936170212766,0.6347517730496454,0.12056737588652482,0.3617021276595745,18,6,0.05,0.01,random,6,16,False,1%,"random, задержка 6"
282,0.22695035460992907,0.6950354609929078,0.1276595744680851,0.43617021276595747,28,5,0.05,0.01,random,6,17,True,1%,"random, задержка 6"
282,0.17375886524822695,0.5957446808510638,0.07092198581560284,0.3546099290780142,14,5,0.05,0.01,random,6,18,False,1%,"random, задержка 6"
282,0.1453900709219858,0.4645390070921986,0.06382978723404255,0.2730496453900709,20,3,0.05,0.01,random,6,19,False,1%,"random, задержка 6"
282,0.16312056737588654,0.5354609929078015,0.09219858156028368,0.24822695035460993,11,3,0.05,0.01,random,6,20,False,1%,"random, задержка 6"
282,0.17375886524822695,0.5425531914893617,0.09929078014184398,0.30851063829787234,13,2,0.05,0.01,random,6,21,False,1%,"random, задержка 6"
282,0.19858156028368795,0.5567375886524822,0.12411347517730496,0.25177304964539005,21,3,0.05,0.01,random,6,22,False,1%,"random, задержка 6"
282,0.1879432624113475,0.6808510638297872,0.05673758865248227,0.5035460992907801,30,4,0.05,0.01,random,6,23,False,1%,"random, задержка 6"
282,0.2198581560283688,0.6524822695035462,0.09929078014184398,0.4219858156028369,18,5,0.05,0.01,random,6,24,True,1%,"random, задержка 6"
282,0.2907801418439716,0.7836879432624113,0.2127659574468085,0.35106382978723405,34,4,0.05,0.01,random,6,25,True,1%,"random, задержка 6"
282,0.2198581560283688,0.6560283687943262,0.10283687943262411,0.41843971631205673,25,3,0.05,0.01,random,6,26,True,1%,"random, задержка 6"
282,0.2801418439716312,0.7446808510638298,0.17375886524822695,0.4078014184397163,24,4,0.05,0.01,random,6,27,True,1%,"random, задержка 6"
282,0.25177304964539005,0.7269503546099291,0.13120567375886524,0.4326241134751773,31,3,0.05,0.01,random,6,28,True,1%,"random, задержка 6"
282,0.25886524822695034,0.7553191489361702,0.11702127659574468,0.4219858156028369,29,5,0.05,0.01,random,6,29,True,1%,"random, задержка 6"
279,0.14695340501792115,0.4767025089605735,0.08602150537634409,0.2903225806451613,13,12,0.05,0.02,random,1,0,False,2%,"random, задержка 1"
279,0.14695340501792115,0.5519713261648745,0.053763440860215055,0.3906810035842294,15,4,0.05,0.02,random,1,1,False,2%,"random, задержка 1"
279,0.15053763440860216,0.4910394265232975,0.07526881720430108,0.3154121863799283,10,2,0.05,0.02,random,1,2,False,2%,"random, задержка 1"
279,0.13978494623655913,0.4551971326164875,0.07885304659498207,0.25089605734767023,9,9,0.05,0.02,random,1,3,False,2%,"random, задержка 1"
279,0.21505376344086022,0.6702508960573477,0.11827956989247312,0.4014336917562724,26,4,0.05,0.02,random,1,4,True,2%,"random, задержка 1"
279,0.17562724014336917,0.6093189964157706,0.08243727598566308,0.43010752688172044,16,6,0.05,0.02,random,1,5,False,2%,"random, задержка 1"
279,0.1863799283154122,0.5663082437275986,0.1111111111111111,0.2831541218637993,13,3,0.05,0.02,random,1,6,False,2%,"random, задержка 1"
279,0.16129032258064516,0.5053763440860215,0.0967741935483871,0.30824372759856633,17,4,0.05,0.02,random,1,7,False,2%,"random, задержка 1"
279,0.1827956989247312,0.5770609318996416,0.1111111111111111,0.3118279569892473,19,5,0.05,0.02,random,1,8,False,2%,"random, задержка 1"
279,0.15412186379928317,0.4910394265232975,0.1039426523297491,0.26523297491039427,9,5,0.05,0.02,random,1,9,False,2%,"random, задержка 1"
279,0.15412186379928317,0.5448028673835126,0.07885304659498207,0.3046594982078853,13,5,0.05,0.02,random,1,10,False,2%,"random, задержка 1"
279,0.2724014336917563,0.7132616487455197,0.2007168458781362,0.3154121863799283,20,8,0.05,0.02,random,1,11,True,2%,"random, задержка 1"
279,0.2007168458781362,0.5949820788530465,0.11827956989247312,0.32616487455197135,11,4,0.05,0.02,random,1,12,True,2%,"random, задержка 1"
279,0.1827956989247312,0.5555555555555556,0.11469534050179211,0.2867383512544803,19,3,0.05,0.02,random,1,13,False,2%,"random, задержка 1"
279,0.1827956989247312,0.6021505376344086,0.13978494623655913,0.3118279569892473,12,6,0.05,0.02,random,1,14,False,2%,"random, задержка 1"
279,0.1827956989247312,0.6451612903225806,0.08602150537634409,0.34767025089605735,20,4,0.05,0.02,random,1,15,False,2%,"random, задержка 1"
279,0.15770609318996415,0.5627240143369175,0.08243727598566308,0.3333333333333333,21,4,0.05,0.02,random,1,16,False,2%,"random, задержка 1"
279,0.21863799283154123,0.6845878136200717,0.11469534050179211,0.3906810035842294,25,5,0.05,0.02,random,1,17,True,2%,"random, задержка 1"
279,0.15053763440860216,0.6164874551971327,0.0931899641577061,0.2831541218637993,10,2,0.05,0.02,random,1,18,False,2%,"random, задержка 1"
279,0.2222222222222222,0.6989247311827957,0.08960573476702509,0.40860215053763443,29,4,0.05,0.02,random,1,19,True,2%,"random, задержка 1"
279,0.18996415770609318,0.5555555555555556,0.08960573476702509,0.3548387096774194,15,3,0.05,0.02,random,1,20,False,2%,"random, задержка 1"
279,0.14336917562724014,0.5161290322580645,0.07168458781362007,0.2903225806451613,11,8,0.05,0.02,random,1,21,False,2%,"random, задержка 1"
279,0.17921146953405018,0.6093189964157706,0.07526881720430108,0.3942652329749104,13,11,0.05,0.02,random,1,22,False,2%,"random, задержка 1"
279,0.23297491039426524,0.6559139784946236,0.13261648745519714,0.3727598566308244,19,3,0.05,0.02,random,1,23,True,2%,"random, задержка 1"
279,0.24014336917562723,0.7132616487455197,0.15053763440860216,0.35842293906810035,27,6,0.05,0.02,random,1,24,True,2%,"random, задержка 1"
279,0.22939068100358423,0.6810035842293907,0.15412186379928317,0.32616487455197135,18,5,0.05,0.02,random,1,25,True,2%,"random, задержка 1"
279,0.15053763440860216,0.5017921146953405,0.1003584229390681,0.2616487455197133,12,5,0.05,0.02,random,1,26,False,2%,"random, задержка 1"
279,0.23297491039426524,0.7096774193548387,0.15770609318996415,0.35842293906810035,16,3,0.05,0.02,random,1,27,True,2%,"random, задержка 1"
279,0.1827956989247312,0.5448028673835126,0.11827956989247312,0.3010752688172043,16,3,0.05,0.02,random,1,28,False,2%,"random, задержка 1"
279,0.12903225806451613,0.4982078853046595,0.07885304659498207,0.26523297491039427,9,3,0.05,0.02,random,1,29,False,2%,"random, задержка 1"
279,0.2007168458781362,0.6415770609318996,0.1003584229390681,0.41935483870967744,18,4,0.05,0.02,random,6,0,True,2%,"random, задержка 6"
279,0.24731182795698925,0.7311827956989247,0.11827956989247312,0.44802867383512546,28,4,0.05,0.02,random,6,1,True,2%,"random, задержка 6"
279,0.18996415770609318,0.5913978494623656,0.13261648745519714,0.3046594982078853,14,5,0.05,0.02,random,6,2,False,2%,"random, задержка 6"
279,0.12903225806451613,0.43727598566308246,0.07885304659498207,0.2222222222222222,12,4,0.05,0.02,random,6,3,False,2%,"random, задержка 6"
279,0.22580645161290322,0.6774193548387096,0.10752688172043011,0.43010752688172044,29,4,0.05,0.02,random,6,4,True,2%,"random, задержка 6"
279,0.15412186379928317,0.5017921146953405,0.0967741935483871,0.27956989247311825,11,4,0.05,0.02,random,6,5,False,2%,"random, задержка 6"
279,0.13978494623655913,0.4659498207885305,0.06451612903225806,0.2939068100358423,12,5,0.05,0.02,random,6,6,False,2%,"random, задержка 6"
279,0.2616487455197133,0.7060931899641577,0.1111111111111111,0.46236559139784944,34,4,0.05,0.02,random,6,7,True,2%,"random, задержка 6"
279,0.2616487455197133,0.7096774193548387,0.17921146953405018,0.33691756272401435,35,5,0.05,0.02,random,6,8,True,2%,"random, задержка 6"
279,0.12903225806451613,0.5304659498207885,0.07885304659498207,0.31899641577060933,15,4,0.05,0.02,random,6,9,False,2%,"random, задержка 6"
279,0.11827956989247312,0.48028673835125446,0.06093189964157706,0.2831541218637993,11,6,0.05,0.02,random,6,10,False,2%,"random, задержка 6"
279,0.14695340501792115,0.4731182795698925,0.07885304659498207,0.3046594982078853,15,3,0.05,0.02,random,6,11,False,2%,"random, задержка 6"
279,0.2974910394265233,0.7598566308243727,0.20430107526881722,0.36200716845878134,26,6,0.05,0.02,random,6,12,True,2%,"random, задержка 6"
279,0.2078853046594982,0.6415770609318996,0.1003584229390681,0.3978494623655914,24,4,0.05,0.02,random,6,13,True,2%,"random, задержка 6"
279,0.2114695340501792,0.6881720430107527,0.10752688172043011,0.4444444444444444,22,4,0.05,0.02,random,6,14,True,2%,"random, задержка 6"
279,0.20430107526881722,0.6738351254480287,0.08243727598566308,0.37992831541218636,27,4,0.05,0.02,random,6,15,True,2%,"random, задержка 6"
279,0.1935483870967742,0.5913978494623656,0.12186379928315412,0.3010752688172043,21,5,0.05,0.02,random,6,16,False,2%,"random, задержка 6"
279,0.1971326164874552,0.6344086021505376,0.12186379928315412,0.33691756272401435,21,4,0.05,0.02,random,6,17,False,2%,"random, задержка 6"
279,0.15053763440860216,0.5340501792114696,0.08960573476702509,0.27956989247311825,11,7,0.05,0.02,random,6,18,False,2%,"random, задержка 6"
279,0.11827956989247312,0.46236559139784944,0.07526881720430108,0.22580645161290322,15,4,0.05,0.02,random,6,19,False,2%,"random, задержка 6"
279,0.24014336917562723,0.7562724014336918,0.08602150537634409,0.5340501792114696,36,4,0.05,0.02,random,6,20,True,2%,"random, задержка 6"
279,0.17204301075268819,0.5806451612903226,0.08243727598566308,0.3727598566308244,18,4,0.05,0.02,random,6,21,False,2%,"random, задержка 6"
279,0.17204301075268819,0.5591397849462365,0.11827956989247312,0.26881720430107525,13,2,0.05,0.02,random,6,22,False,2%,"random, задержка 6"
279,0.27598566308243727,0.7132616487455197,0.1971326164874552,0.2974910394265233,22,4,0.05,0.02,random,6,23,True,2%,"random, задержка 6"
279,0.26881720430107525,0.6953405017921147,0.1827956989247312,0.3154121863799283,22,6,0.05,0.02,random,6,24,True,2%,"random, задержка 6"
279,0.2114695340501792,0.6559139784946236,0.12544802867383512,0.3655913978494624,23,4,0.05,0.02,random,6,25,True,2%,"random, задержка 6"
279,0.1971326164874552,0.7168458781362007,0.08602150537634409,0.4229390681003584,24,5,0.05,0.02,random,6,26,False,2%,"random, задержка 6"
279,0.25806451612903225,0.6917562724014337,0.14695340501792115,0.40860215053763443,23,5,0.05,0.02,random,6,27,True,2%,"random, задержка 6"
279,0.2616487455197133,0.7204301075268817,0.17204301075268819,0.34767025089605735,23,3,0.05,0.02,random,6,28,True,2%,"random, задержка 6"
279,0.16129032258064516,0.6164874551971327,0.07885304659498207,0.32616487455197135,15,3,0.05,0.02,random,6,29,False,2%,"random, задержка 6"
276,0.15579710144927536,0.572463768115942,0.10144927536231885,0.34057971014492755,17,4,0.05,0.03,random,1,0,False,3%,"random, задержка 1"
276,0.15942028985507245,0.5,0.10507246376811594,0.27898550724637683,13,4,0.05,0.03,random,1,1,False,3%,"random, задержка 1"
276,0.18115942028985507,0.5688405797101449,0.13043478260869565,0.2717391304347826,12,3,0.05,0.03,random,1,2,False,3%,"random, задержка 1"
276,0.213768115942029,0.6376811594202898,0.13768115942028986,0.34057971014492755,22,5,0.05,0.03,random,1,3,True,3%,"random, задержка 1"
276,0.21739130434782608,0.6666666666666666,0.12318840579710146,0.3442028985507246,25,4,0.05,0.03,random,1,4,True,3%,"random, задержка 1"
276,0.14855072463768115,0.5398550724637681,0.10144927536231885,0.26811594202898553,13,5,0.05,0.03,random,1,5,False,3%,"random, задержка 1"
276,0.10144927536231885,0.41304347826086957,0.06159420289855073,0.2753623188405797,11,5,0.05,0.03,random,1,6,False,3%,"random, задержка 1"
276,0.17391304347826086,0.5217391304347826,0.09782608695652174,0.2971014492753623,15,3,0.05,0.03,random,1,7,False,3%,"random, задержка 1"
276,0.13043478260869565,0.40942028985507245,0.07608695652173914,0.2463768115942029,12,2,0.05,0.03,random,1,8,False,3%,"random, задержка 1"
276,0.16304347826086957,0.5036231884057971,0.09782608695652174,0.2898550724637681,10,4,0.05,0.03,random,1,9,False,3%,"random, задержка 1"
276,0.1956521739130435,0.6195652173913043,0.11594202898550725,0.2971014492753623,12,6,0.05,0.03,random,1,10,False,3%,"random, задержка 1"
276,0.2028985507246377,0.5905797101449275,0.11231884057971014,0.3333333333333333,16,3,0.05,0.03,random,1,11,True,3%,"random, задержка 1"
276,0.15217391304347827,0.5543478260869565,0.09057971014492754,0.33695652173913043,15,3,0.05,0.03,random,1,12,False,3%,"random, задержка 1"
276,0.2318840579710145,0.677536231884058,0.18478260869565216,0.2644927536231884,23,5,0.05,0.03,random,1,13,True,3%,"random, задержка 1"
276,0.15942028985507245,0.5760869565217391,0.09782608695652174,0.34057971014492755,11,3,0.05,0.03,random,1,14,False,3%,"random, задержка 1"
